
Progress:

  ... #1561 @ 500.029 ms: miss_ratio = 0.40834, load_admit = 1.000, cache_tp = 2015.883, core_tp = 4543.736
  ... #51858 @ 17005.149 ms: miss_ratio = 0.01184, load_admit = 0.910, cache_tp = 8293.529, core_tp = 1015.697
  ... #53428 @ 17505.325 ms: miss_ratio = 0.01149, load_admit = 0.930, cache_tp = 8197.115, core_tp = 943.668
  ... #54991 @ 18005.445 ms: miss_ratio = 0.01117, load_admit = 0.900, cache_tp = 8206.031, core_tp = 1255.699
  ... #56554 @ 18505.506 ms: miss_ratio = 0.01086, load_admit = 0.900, cache_tp = 8262.992, core_tp = 1271.845
  ... #58124 @ 19005.776 ms: miss_ratio = 0.01056, load_admit = 0.890, cache_tp = 8227.557, core_tp = 1367.262
  ... #59684 @ 19505.858 ms: miss_ratio = 0.01029, load_admit = 0.910, cache_tp = 8166.661, core_tp = 1215.801
  ... #61245 @ 20006.175 ms: miss_ratio = 0.01003, load_admit = 0.880, cache_tp = 8226.784, core_tp = 1335.154
  ... #62816 @ 20506.398 ms: miss_ratio = 0.00977, load_admit = 0.860, cache_tp = 8324.287, core_tp = 1791.201
  ... #64381 @ 21006.682 ms: miss_ratio = 0.00954, load_admit = 0.860, cache_tp = 8259.309, core_tp = 1711.028
  ... #65944 @ 21506.806 ms: miss_ratio = 0.00931, load_admit = 0.850, cache_tp = 8237.957, core_tp = 1823.548
  ... #67513 @ 22007.106 ms: miss_ratio = 0.00909, load_admit = 0.850, cache_tp = 8259.045, core_tp = 1958.825
  ... #69077 @ 22507.186 ms: miss_ratio = 0.00889, load_admit = 0.840, cache_tp = 8230.683, core_tp = 1999.680
  ... #70648 @ 23007.479 ms: miss_ratio = 0.00869, load_admit = 0.840, cache_tp = 8243.170, core_tp = 1990.833
  ... #72229 @ 23507.655 ms: miss_ratio = 0.00850, load_admit = 0.830, cache_tp = 8365.056, core_tp = 2039.282
  ... #73842 @ 24007.763 ms: miss_ratio = 0.00832, load_admit = 0.810, cache_tp = 8582.146, core_tp = 2639.430
  ... #75423 @ 24507.899 ms: miss_ratio = 0.00814, load_admit = 0.810, cache_tp = 8381.720, core_tp = 2703.265
  ... #76992 @ 25008.049 ms: miss_ratio = 0.00797, load_admit = 0.800, cache_tp = 8333.500, core_tp = 2159.352
  ... #78575 @ 25508.168 ms: miss_ratio = 0.00781, load_admit = 0.820, cache_tp = 8326.018, core_tp = 2447.418
  ... #80140 @ 26008.327 ms: miss_ratio = 0.00766, load_admit = 0.830, cache_tp = 8253.375, core_tp = 2175.308
  ... #81717 @ 26508.504 ms: miss_ratio = 0.00751, load_admit = 0.830, cache_tp = 8317.056, core_tp = 2511.111
  ... #83286 @ 27008.536 ms: miss_ratio = 0.00737, load_admit = 0.820, cache_tp = 8271.471, core_tp = 2255.856
  ... #84873 @ 27508.664 ms: miss_ratio = 0.00723, load_admit = 0.810, cache_tp = 8413.846, core_tp = 2375.392
  ... #86453 @ 28008.815 ms: miss_ratio = 0.00710, load_admit = 0.830, cache_tp = 8341.481, core_tp = 2039.384
  ... #88019 @ 28509.162 ms: miss_ratio = 0.00698, load_admit = 0.820, cache_tp = 8282.252, core_tp = 1966.635
  ... #89580 @ 29009.402 ms: miss_ratio = 0.00685, load_admit = 0.840, cache_tp = 8244.043, core_tp = 2110.987
  ... #91143 @ 29509.444 ms: miss_ratio = 0.00674, load_admit = 0.810, cache_tp = 8287.304, core_tp = 2279.808
  ... #92719 @ 30009.754 ms: miss_ratio = 0.00662, load_admit = 0.830, cache_tp = 8290.860, core_tp = 2022.746
  ... #94290 @ 30509.902 ms: miss_ratio = 0.00651, load_admit = 0.800, cache_tp = 8285.547, core_tp = 2351.304
  ... #95869 @ 31010.087 ms: miss_ratio = 0.00640, load_admit = 0.780, cache_tp = 8300.929, core_tp = 2519.068
  ... #97469 @ 31510.317 ms: miss_ratio = 0.00630, load_admit = 0.760, cache_tp = 8460.108, core_tp = 3062.591
  ... #99053 @ 32010.553 ms: miss_ratio = 0.00620, load_admit = 0.760, cache_tp = 8420.026, core_tp = 3158.509
  ... #100647 @ 32510.666 ms: miss_ratio = 0.00610, load_admit = 0.750, cache_tp = 8430.095, core_tp = 3303.253
  ... #102227 @ 33010.736 ms: miss_ratio = 0.00601, load_admit = 0.750, cache_tp = 8406.823, core_tp = 3231.548
  ... #103823 @ 33510.739 ms: miss_ratio = 0.00591, load_admit = 0.740, cache_tp = 8423.949, core_tp = 3223.981
  ... #105401 @ 34010.949 ms: miss_ratio = 0.00583, load_admit = 0.760, cache_tp = 8364.487, core_tp = 3046.720
  ... #106987 @ 34511.177 ms: miss_ratio = 0.00574, load_admit = 0.750, cache_tp = 8348.193, core_tp = 2958.651
  ... #108574 @ 35011.322 ms: miss_ratio = 0.00566, load_admit = 0.750, cache_tp = 8421.558, core_tp = 3279.049
  ... #110157 @ 35511.442 ms: miss_ratio = 0.00557, load_admit = 0.740, cache_tp = 8357.994, core_tp = 3039.271
  ... #111744 @ 36011.707 ms: miss_ratio = 0.00549, load_admit = 0.720, cache_tp = 8371.563, core_tp = 3430.182
  ... #113336 @ 36511.917 ms: miss_ratio = 0.00542, load_admit = 0.740, cache_tp = 8444.453, core_tp = 3582.495
  ... #114987 @ 37012.094 ms: miss_ratio = 0.00534, load_admit = 0.710, cache_tp = 8844.869, core_tp = 3822.647
  ... #116581 @ 37512.381 ms: miss_ratio = 0.00527, load_admit = 0.710, cache_tp = 8451.149, core_tp = 3685.884
  ... #118170 @ 38012.589 ms: miss_ratio = 0.00520, load_admit = 0.700, cache_tp = 8444.487, core_tp = 3998.337
  ... #119769 @ 38512.666 ms: miss_ratio = 0.00513, load_admit = 0.720, cache_tp = 8494.692, core_tp = 3759.421
  ... #121354 @ 39012.710 ms: miss_ratio = 0.00506, load_admit = 0.710, cache_tp = 8407.260, core_tp = 3511.691
  ... #122937 @ 39512.796 ms: miss_ratio = 0.00499, load_admit = 0.730, cache_tp = 8446.547, core_tp = 3887.331
  ... #124530 @ 40012.828 ms: miss_ratio = 0.00493, load_admit = 0.720, cache_tp = 8447.459, core_tp = 3703.763
  ... #126116 @ 40512.995 ms: miss_ratio = 0.00487, load_admit = 0.710, cache_tp = 8381.201, core_tp = 3750.747
  ... #127702 @ 41013.251 ms: miss_ratio = 0.00481, load_admit = 0.690, cache_tp = 8411.693, core_tp = 3630.141
  ... #129301 @ 41513.424 ms: miss_ratio = 0.00475, load_admit = 0.710, cache_tp = 8397.095, core_tp = 3582.760
  ... #130899 @ 42013.756 ms: miss_ratio = 0.00469, load_admit = 0.680, cache_tp = 8458.384, core_tp = 3917.399
  ... #132500 @ 42513.930 ms: miss_ratio = 0.00463, load_admit = 0.660, cache_tp = 8461.056, core_tp = 4270.514
  ... #134123 @ 43014.096 ms: miss_ratio = 0.00458, load_admit = 0.660, cache_tp = 8613.140, core_tp = 4470.516
  ... #135723 @ 43514.144 ms: miss_ratio = 0.00452, load_admit = 0.650, cache_tp = 8511.183, core_tp = 4287.588
  ... #137348 @ 44014.229 ms: miss_ratio = 0.00447, load_admit = 0.670, cache_tp = 8582.541, core_tp = 4599.218
  ... #138962 @ 44514.410 ms: miss_ratio = 0.00442, load_admit = 0.660, cache_tp = 8476.931, core_tp = 4366.419
  ... #140557 @ 45014.522 ms: miss_ratio = 0.00437, load_admit = 0.650, cache_tp = 8430.112, core_tp = 4279.041
  ... #142175 @ 45514.584 ms: miss_ratio = 0.00432, load_admit = 0.670, cache_tp = 8638.929, core_tp = 4271.470
  ... #143769 @ 46014.815 ms: miss_ratio = 0.00427, load_admit = 0.660, cache_tp = 8412.114, core_tp = 4214.053
  ... #145367 @ 46514.837 ms: miss_ratio = 0.00422, load_admit = 0.650, cache_tp = 8431.629, core_tp = 4071.821
  ... #146979 @ 47014.999 ms: miss_ratio = 0.00418, load_admit = 0.630, cache_tp = 8501.246, core_tp = 4534.531
  ... #148585 @ 47515.076 ms: miss_ratio = 0.00413, load_admit = 0.630, cache_tp = 8470.696, core_tp = 4751.268
  ... #150202 @ 48015.156 ms: miss_ratio = 0.00409, load_admit = 0.620, cache_tp = 8574.628, core_tp = 4655.255
  ... #151805 @ 48515.489 ms: miss_ratio = 0.00404, load_admit = 0.640, cache_tp = 8466.361, core_tp = 4405.066
  ... #153445 @ 49015.724 ms: miss_ratio = 0.00400, load_admit = 0.610, cache_tp = 8723.900, core_tp = 5261.527
  ... #155049 @ 49515.985 ms: miss_ratio = 0.00396, load_admit = 0.630, cache_tp = 8451.588, core_tp = 4709.542
  ... #156676 @ 50016.094 ms: miss_ratio = 0.00392, load_admit = 0.600, cache_tp = 8630.119, core_tp = 4870.938
  ... #158301 @ 50516.306 ms: miss_ratio = 0.00388, load_admit = 0.580, cache_tp = 8652.331, core_tp = 5453.688
  ... #159942 @ 51016.530 ms: miss_ratio = 0.00384, load_admit = 0.600, cache_tp = 8716.095, core_tp = 5565.507
  ... #161556 @ 51516.670 ms: miss_ratio = 0.00380, load_admit = 0.570, cache_tp = 8517.615, core_tp = 5454.473
  ... #163162 @ 52016.678 ms: miss_ratio = 0.00376, load_admit = 0.590, cache_tp = 8479.864, core_tp = 5351.914
  ... #164776 @ 52516.818 ms: miss_ratio = 0.00373, load_admit = 0.560, cache_tp = 8549.606, core_tp = 5446.475
  ... #166381 @ 53016.897 ms: miss_ratio = 0.00369, load_admit = 0.580, cache_tp = 8502.657, core_tp = 5447.139
  ... #167998 @ 53517.234 ms: miss_ratio = 0.00365, load_admit = 0.550, cache_tp = 8490.278, core_tp = 5836.066
  ... #169621 @ 54017.371 ms: miss_ratio = 0.00362, load_admit = 0.550, cache_tp = 8629.635, core_tp = 5902.383
  ... #171258 @ 54517.425 ms: miss_ratio = 0.00359, load_admit = 0.540, cache_tp = 8607.070, core_tp = 6255.324
  ... #172869 @ 55017.617 ms: miss_ratio = 0.00355, load_admit = 0.560, cache_tp = 8508.733, core_tp = 5533.875
  ... #174483 @ 55517.856 ms: miss_ratio = 0.00352, load_admit = 0.530, cache_tp = 8515.929, core_tp = 5893.183
  ... #176162 @ 56017.957 ms: miss_ratio = 0.00349, load_admit = 0.550, cache_tp = 9030.176, core_tp = 6062.775
  ... #177796 @ 56518.073 ms: miss_ratio = 0.00345, load_admit = 0.540, cache_tp = 8685.985, core_tp = 6142.575
  ... #179483 @ 57018.092 ms: miss_ratio = 0.00342, load_admit = 0.530, cache_tp = 9079.655, core_tp = 6287.761
  ... #181143 @ 57518.504 ms: miss_ratio = 0.00339, load_admit = 0.530, cache_tp = 8856.702, core_tp = 6354.764
  ... #182790 @ 58018.566 ms: miss_ratio = 0.00336, load_admit = 0.520, cache_tp = 8750.915, core_tp = 6055.249
  ... #184429 @ 58518.634 ms: miss_ratio = 0.00333, load_admit = 0.540, cache_tp = 8750.810, core_tp = 5807.210
  ... #186080 @ 59018.833 ms: miss_ratio = 0.00330, load_admit = 0.510, cache_tp = 8716.531, core_tp = 6197.533
  ... #187735 @ 59518.905 ms: miss_ratio = 0.00327, load_admit = 0.510, cache_tp = 8806.732, core_tp = 6359.084
  ... #189439 @ 60019.159 ms: miss_ratio = 0.00324, load_admit = 0.500, cache_tp = 9203.325, core_tp = 6524.685
  ... #191091 @ 60519.285 ms: miss_ratio = 0.00321, load_admit = 0.520, cache_tp = 8733.799, core_tp = 6310.410
  ... #192713 @ 61019.553 ms: miss_ratio = 0.00319, load_admit = 0.510, cache_tp = 8571.406, core_tp = 6220.666
  ... #194322 @ 61519.656 ms: miss_ratio = 0.00316, load_admit = 0.530, cache_tp = 8518.245, core_tp = 6206.721
  ... #195941 @ 62019.778 ms: miss_ratio = 0.00313, load_admit = 0.540, cache_tp = 8533.918, core_tp = 6206.486
  ... #197578 @ 62520.019 ms: miss_ratio = 0.00311, load_admit = 0.540, cache_tp = 8699.807, core_tp = 6276.974
  ... #199203 @ 63020.152 ms: miss_ratio = 0.00308, load_admit = 0.550, cache_tp = 8605.711, core_tp = 6246.338
  ... #200823 @ 63520.367 ms: miss_ratio = 0.00306, load_admit = 0.550, cache_tp = 8508.341, core_tp = 6213.328
  ... #202433 @ 64020.371 ms: miss_ratio = 0.00303, load_admit = 0.560, cache_tp = 8575.931, core_tp = 6095.951
  ... #204051 @ 64520.636 ms: miss_ratio = 0.00301, load_admit = 0.560, cache_tp = 8531.478, core_tp = 6036.800
  ... #205697 @ 65020.838 ms: miss_ratio = 0.00298, load_admit = 0.530, cache_tp = 8716.479, core_tp = 6093.538
  ... #207341 @ 65521.064 ms: miss_ratio = 0.00296, load_admit = 0.550, cache_tp = 8788.028, core_tp = 5813.372
  ... #209031 @ 66021.153 ms: miss_ratio = 0.00294, load_admit = 0.520, cache_tp = 9030.393, core_tp = 6246.888
  ... #210676 @ 66521.188 ms: miss_ratio = 0.00291, load_admit = 0.540, cache_tp = 8759.387, core_tp = 6239.563
  ... #212348 @ 67021.282 ms: miss_ratio = 0.00289, load_admit = 0.510, cache_tp = 8966.314, core_tp = 6326.811
  ... #213960 @ 67521.600 ms: miss_ratio = 0.00287, load_admit = 0.530, cache_tp = 8538.569, core_tp = 6212.049
  ... #215617 @ 68021.739 ms: miss_ratio = 0.00285, load_admit = 0.500, cache_tp = 8813.550, core_tp = 6334.239
  ... #217226 @ 68521.975 ms: miss_ratio = 0.00283, load_admit = 0.520, cache_tp = 8499.988, core_tp = 6205.071
  ... #218851 @ 69022.169 ms: miss_ratio = 0.00281, load_admit = 0.490, cache_tp = 8572.674, core_tp = 6229.583
  ... #220463 @ 69522.405 ms: miss_ratio = 0.00279, load_admit = 0.510, cache_tp = 8483.996, core_tp = 6197.075
  ... #222107 @ 70022.431 ms: miss_ratio = 0.00276, load_admit = 0.480, cache_tp = 8695.548, core_tp = 6271.674
  ... #223725 @ 70522.671 ms: miss_ratio = 0.00274, load_admit = 0.480, cache_tp = 8539.901, core_tp = 6213.018
  ... #225346 @ 71022.705 ms: miss_ratio = 0.00272, load_admit = 0.470, cache_tp = 8583.416, core_tp = 6215.577
  ... #226960 @ 71522.720 ms: miss_ratio = 0.00271, load_admit = 0.490, cache_tp = 8511.745, core_tp = 6207.814
  ... #228580 @ 72022.722 ms: miss_ratio = 0.00269, load_admit = 0.500, cache_tp = 8527.966, core_tp = 6207.975
  ... #230212 @ 72522.799 ms: miss_ratio = 0.00267, load_admit = 0.520, cache_tp = 8558.682, core_tp = 6231.040
  ... #231862 @ 73022.964 ms: miss_ratio = 0.00265, load_admit = 0.520, cache_tp = 8773.105, core_tp = 6317.915
  ... #233504 @ 73523.136 ms: miss_ratio = 0.00263, load_admit = 0.510, cache_tp = 8677.015, core_tp = 6277.840
  ... #235140 @ 74023.278 ms: miss_ratio = 0.00261, load_admit = 0.500, cache_tp = 8685.533, core_tp = 6294.212
  ... #236769 @ 74523.328 ms: miss_ratio = 0.00259, load_admit = 0.520, cache_tp = 8655.134, core_tp = 6263.374
  ... #238383 @ 75023.560 ms: miss_ratio = 0.00258, load_admit = 0.510, cache_tp = 8532.041, core_tp = 6197.125
  ... #239997 @ 75523.701 ms: miss_ratio = 0.00256, load_admit = 0.500, cache_tp = 8509.600, core_tp = 6206.250
  ... #241609 @ 76023.933 ms: miss_ratio = 0.00254, load_admit = 0.540, cache_tp = 8532.041, core_tp = 6213.117
  ... #243227 @ 76523.950 ms: miss_ratio = 0.00252, load_admit = 0.540, cache_tp = 8543.710, core_tp = 6207.789
  ... #244843 @ 77024.308 ms: miss_ratio = 0.00251, load_admit = 0.510, cache_tp = 8601.841, core_tp = 6251.524
  ... #246456 @ 77524.579 ms: miss_ratio = 0.00249, load_admit = 0.510, cache_tp = 8483.402, core_tp = 6188.646
  ... #248110 @ 78024.821 ms: miss_ratio = 0.00247, load_admit = 0.500, cache_tp = 8835.724, core_tp = 6372.916
  ... #249788 @ 78525.032 ms: miss_ratio = 0.00246, load_admit = 0.500, cache_tp = 9020.193, core_tp = 6437.283
  ... #251433 @ 79025.308 ms: miss_ratio = 0.00244, load_admit = 0.490, cache_tp = 8739.176, core_tp = 6308.518
  ... #253126 @ 79525.531 ms: miss_ratio = 0.00243, load_admit = 0.490, cache_tp = 9091.945, core_tp = 6461.118
  ... #254776 @ 80025.681 ms: miss_ratio = 0.00241, load_admit = 0.480, cache_tp = 8645.406, core_tp = 6302.109
  ... #256477 @ 80525.843 ms: miss_ratio = 0.00239, load_admit = 0.520, cache_tp = 9181.025, core_tp = 6533.883
  ... #258114 @ 81026.145 ms: miss_ratio = 0.00238, load_admit = 0.520, cache_tp = 8698.746, core_tp = 6284.204
  ... #259738 @ 81526.349 ms: miss_ratio = 0.00236, load_admit = 0.510, cache_tp = 8516.525, core_tp = 6213.465
  ... #261434 @ 82026.357 ms: miss_ratio = 0.00235, load_admit = 0.530, cache_tp = 9159.853, core_tp = 6527.896
  ... #263085 @ 82526.558 ms: miss_ratio = 0.00233, load_admit = 0.520, cache_tp = 8764.477, core_tp = 6325.457
  ... #264740 @ 83026.622 ms: miss_ratio = 0.00232, load_admit = 0.510, cache_tp = 8846.868, core_tp = 6415.179
  ... #266409 @ 83526.914 ms: miss_ratio = 0.00230, load_admit = 0.510, cache_tp = 8922.789, core_tp = 6396.265
  ... #268131 @ 84027.057 ms: miss_ratio = 0.00229, load_admit = 0.500, cache_tp = 9333.331, core_tp = 6606.111
  ... #269828 @ 84527.313 ms: miss_ratio = 0.00228, load_admit = 0.520, cache_tp = 9099.341, core_tp = 6500.672
  ... #271467 @ 85027.339 ms: miss_ratio = 0.00226, load_admit = 0.510, cache_tp = 8671.549, core_tp = 6287.673
  ... #273107 @ 85527.415 ms: miss_ratio = 0.00225, load_admit = 0.510, cache_tp = 8702.677, core_tp = 6279.046
  ... #274737 @ 86027.650 ms: miss_ratio = 0.00223, load_admit = 0.500, cache_tp = 8563.975, core_tp = 6229.072
  ... #276360 @ 86527.898 ms: miss_ratio = 0.00222, load_admit = 0.500, cache_tp = 8571.748, core_tp = 6228.910
  ... #277991 @ 87028.126 ms: miss_ratio = 0.00221, load_admit = 0.490, cache_tp = 8620.069, core_tp = 6253.149
  ... #279602 @ 87528.279 ms: miss_ratio = 0.00220, load_admit = 0.490, cache_tp = 8549.384, core_tp = 6206.101
  ... #281214 @ 88028.454 ms: miss_ratio = 0.00218, load_admit = 0.480, cache_tp = 8549.008, core_tp = 6213.825
  ... #282829 @ 88528.476 ms: miss_ratio = 0.00217, load_admit = 0.460, cache_tp = 8567.623, core_tp = 6215.727
  ... #284451 @ 89028.717 ms: miss_ratio = 0.00216, load_admit = 0.480, cache_tp = 8547.880, core_tp = 6213.005
  ... #286108 @ 89528.914 ms: miss_ratio = 0.00215, load_admit = 0.450, cache_tp = 8860.509, core_tp = 6357.495
  ... #287788 @ 90029.043 ms: miss_ratio = 0.00213, load_admit = 0.450, cache_tp = 9069.660, core_tp = 6446.337
  ... #289428 @ 90529.188 ms: miss_ratio = 0.00212, load_admit = 0.440, cache_tp = 8765.458, core_tp = 6302.172
  ... #291062 @ 91029.379 ms: miss_ratio = 0.00211, load_admit = 0.460, cache_tp = 8644.698, core_tp = 6285.599
  ... #292680 @ 91529.550 ms: miss_ratio = 0.00210, load_admit = 0.450, cache_tp = 8549.076, core_tp = 6197.880
  ... #294326 @ 92029.803 ms: miss_ratio = 0.00209, load_admit = 0.440, cache_tp = 8691.602, core_tp = 6292.816
  ... #295975 @ 92529.988 ms: miss_ratio = 0.00207, load_admit = 0.440, cache_tp = 8788.748, core_tp = 6325.660
  ... #297612 @ 93030.071 ms: miss_ratio = 0.00206, load_admit = 0.430, cache_tp = 8638.566, core_tp = 6246.963
  ... #299245 @ 93530.099 ms: miss_ratio = 0.00205, load_admit = 0.450, cache_tp = 8639.516, core_tp = 6247.650
  ... #300860 @ 94030.380 ms: miss_ratio = 0.00204, load_admit = 0.440, cache_tp = 8523.210, core_tp = 6204.513
  ... #302485 @ 94530.584 ms: miss_ratio = 0.00203, load_admit = 0.440, cache_tp = 8548.512, core_tp = 6221.462
  ... #304100 @ 95030.671 ms: miss_ratio = 0.00202, load_admit = 0.430, cache_tp = 8518.518, core_tp = 6182.924
  ... #305742 @ 95530.897 ms: miss_ratio = 0.00201, load_admit = 0.470, cache_tp = 8716.060, core_tp = 6301.152
  ... #307388 @ 96031.170 ms: miss_ratio = 0.00200, load_admit = 0.470, cache_tp = 8739.228, core_tp = 6308.556
  ... #309017 @ 96531.467 ms: miss_ratio = 0.00199, load_admit = 0.480, cache_tp = 8634.871, core_tp = 6260.281
  ... #310640 @ 97031.799 ms: miss_ratio = 0.00198, load_admit = 0.480, cache_tp = 8538.331, core_tp = 6203.881
  ... #312314 @ 97532.025 ms: miss_ratio = 0.00197, load_admit = 0.450, cache_tp = 9051.909, core_tp = 6429.094
  ... #313988 @ 98032.197 ms: miss_ratio = 0.00196, load_admit = 0.450, cache_tp = 9036.891, core_tp = 6429.788
  ... #315659 @ 98532.416 ms: miss_ratio = 0.00195, load_admit = 0.440, cache_tp = 8916.095, core_tp = 6381.205
  ... #317308 @ 99032.485 ms: miss_ratio = 0.00194, load_admit = 0.440, cache_tp = 8734.795, core_tp = 6311.129
  ... #318990 @ 99532.658 ms: miss_ratio = 0.00192, load_admit = 0.430, cache_tp = 8932.909, core_tp = 6413.781
  ... #320682 @ 100032.666 ms: miss_ratio = 0.00191, load_admit = 0.410, cache_tp = 9191.853, core_tp = 6495.896
  ... #322315 @ 100532.705 ms: miss_ratio = 0.00190, load_admit = 0.430, cache_tp = 8687.322, core_tp = 6279.510
  ... #323974 @ 101032.916 ms: miss_ratio = 0.00190, load_admit = 0.420, cache_tp = 8852.264, core_tp = 6341.324
  ... #325659 @ 101533.257 ms: miss_ratio = 0.00189, load_admit = 0.410, cache_tp = 9065.817, core_tp = 6435.611
  ... #327359 @ 102033.556 ms: miss_ratio = 0.00188, load_admit = 0.430, cache_tp = 9154.526, core_tp = 6500.113
  ... #329024 @ 102533.857 ms: miss_ratio = 0.00187, load_admit = 0.440, cache_tp = 8898.643, core_tp = 6372.164
  ... #330667 @ 103034.010 ms: miss_ratio = 0.00186, load_admit = 0.440, cache_tp = 8725.330, core_tp = 6310.069
  ... #332425 @ 103534.157 ms: miss_ratio = 0.00185, load_admit = 0.410, cache_tp = 9677.155, core_tp = 6686.034
  ... #334154 @ 104034.377 ms: miss_ratio = 0.00184, load_admit = 0.410, cache_tp = 9411.859, core_tp = 6621.087
  ... #335836 @ 104534.591 ms: miss_ratio = 0.00183, load_admit = 0.400, cache_tp = 9044.129, core_tp = 6445.241
  ... #337492 @ 105034.776 ms: miss_ratio = 0.00182, load_admit = 0.400, cache_tp = 8764.757, core_tp = 6293.671
  ... #339127 @ 105535.000 ms: miss_ratio = 0.00181, load_admit = 0.390, cache_tp = 8660.120, core_tp = 6277.188
  ... #340806 @ 106035.069 ms: miss_ratio = 0.00180, load_admit = 0.410, cache_tp = 8950.765, core_tp = 6383.119
  ... #342460 @ 106535.256 ms: miss_ratio = 0.00179, load_admit = 0.420, cache_tp = 8772.719, core_tp = 6285.649
  ... #344180 @ 107035.446 ms: miss_ratio = 0.00178, load_admit = 0.420, cache_tp = 9324.457, core_tp = 6565.505
  ... #345860 @ 107535.615 ms: miss_ratio = 0.00178, load_admit = 0.410, cache_tp = 8956.973, core_tp = 6413.832
  ... #347534 @ 108035.686 ms: miss_ratio = 0.00177, load_admit = 0.400, cache_tp = 8950.729, core_tp = 6399.091
  ... #349218 @ 108535.972 ms: miss_ratio = 0.00176, load_admit = 0.420, cache_tp = 9050.823, core_tp = 6436.318
  ... #350903 @ 109036.041 ms: miss_ratio = 0.00175, load_admit = 0.410, cache_tp = 9006.757, core_tp = 6463.108
